break_out_category,break_out,data_value,data_value_type,data_value_unit,datasource,high_confidence_limit,locationabbr,locationdesc,low_confidence_limit,indicator,sample_size,year
Gender,Male,3.6,Percentage,%,HRQOL,4.3,NE,Nebraska,2.8,Diabetes,5970,2008
Gender,Female,7.3,Percentage,%,HRQOL,8.7,NV,Nevada,5.9,Diabetes,2720,2008
Gender,Male,6.2,Percentage,%,HRQOL,7.9,NV,Nevada,4.5,Diabetes,1834,2008
Gender,Female,6.1,Percentage,%,HRQOL,7.1,NH,New Hampshire,5.1,Diabetes,4007,2008
Gender,Male,5,Percentage,%,HRQOL,6.1,NH,New Hampshire,4,Diabetes,2553,2008
Gender,Female,6.5,Percentage,%,HRQOL,7.3,NJ,New Jersey,5.6,Diabetes,6905,2008
Gender,Male,5.3,Percentage,%,HRQOL,6.3,NJ,New Jersey,4.3,Diabetes,4169,2008
Gender,Female,8.6,Percentage,%,HRQOL,10,NM,New Mexico,7.2,Diabetes,3695,2008
Gender,Male,7.2,Percentage,%,HRQOL,8.7,NM,New Mexico,5.8,Diabetes,2340,2008
Gender,Female,6.9,Percentage,%,HRQOL,7.8,NY,New York,5.9,Diabetes,4629,2008
Gender,Male,5.9,Percentage,%,HRQOL,7.1,NY,New York,4.7,Diabetes,2756,2008
Gender,Female,7.5,Percentage,%,HRQOL,8.2,NC,North Carolina,6.7,Diabetes,9242,2008
Gender,Male,6.6,Percentage,%,HRQOL,7.4,NC,North Carolina,5.7,Diabetes,5703,2008
Gender,Female,4.1,Percentage,%,HRQOL,4.9,ND,North Dakota,3.3,Diabetes,2815,2008
Gender,Male,4.1,Percentage,%,HRQOL,5.1,ND,North Dakota,3.1,Diabetes,1951,2008
Gender,Female,7.2,Percentage,%,HRQOL,8.1,OH,Ohio,6.4,Diabetes,7713,2008
Gender,Male,7.1,Percentage,%,HRQOL,8.2,OH,Ohio,6,Diabetes,4588,2008
Gender,Female,9.7,Percentage,%,HRQOL,10.7,OK,Oklahoma,8.7,Diabetes,4761,2008
Gender,Male,8.5,Percentage,%,HRQOL,9.9,OK,Oklahoma,7.2,Diabetes,2633,2008
Gender,Female,6.9,Percentage,%,HRQOL,8.1,OR,Oregon,5.8,Diabetes,2845,2008
Gender,Male,5.1,Percentage,%,HRQOL,6.3,OR,Oregon,3.9,Diabetes,1769,2008
Gender,Female,8,Percentage,%,HRQOL,8.9,PA,Pennsylvania,7.1,Diabetes,7912,2008
Gender,Male,5.7,Percentage,%,HRQOL,6.6,PA,Pennsylvania,4.8,Diabetes,4544,2008
Gender,Female,6.8,Percentage,%,HRQOL,7.9,RI,Rhode Island,5.6,Diabetes,2935,2008
Gender,Male,5.1,Percentage,%,HRQOL,6.2,RI,Rhode Island,4,Diabetes,1624,2008
Gender,Female,7.7,Percentage,%,HRQOL,8.8,SC,South Carolina,6.6,Diabetes,5863,2008
Gender,Male,7.4,Percentage,%,HRQOL,8.9,SC,South Carolina,6,Diabetes,3425,2008
Gender,Female,6.8,Percentage,%,HRQOL,8.1,SD,South Dakota,5.5,Diabetes,3949,2008
Gender,Male,4.5,Percentage,%,HRQOL,5.6,SD,South Dakota,3.5,Diabetes,2760,2008
Gender,Female,10.3,Percentage,%,HRQOL,11.8,TN,Tennessee,8.8,Diabetes,3166,2008
Gender,Male,8.8,Percentage,%,HRQOL,10.6,TN,Tennessee,7,Diabetes,1640,2008
Gender,Female,7.7,Percentage,%,HRQOL,8.7,TX,Texas,6.7,Diabetes,6606,2008
Gender,Male,7,Percentage,%,HRQOL,8.4,TX,Texas,5.5,Diabetes,3602,2008
Gender,Female,5.7,Percentage,%,HRQOL,6.9,UT,Utah,4.6,Diabetes,2843,2008
Gender,Male,4.6,Percentage,%,HRQOL,5.7,UT,Utah,3.4,Diabetes,2234,2008
Gender,Female,6.5,Percentage,%,HRQOL,7.5,VT,Vermont,5.6,Diabetes,3767,2008
Gender,Male,6.7,Percentage,%,HRQOL,7.8,VT,Vermont,5.5,Diabetes,2626,2008
Gender,Female,6,Percentage,%,HRQOL,7.1,VA,Virginia,5,Diabetes,3115,2008
Gender,Male,5.1,Percentage,%,HRQOL,6.3,VA,Virginia,3.8,Diabetes,1905,2008
Gender,Female,7.5,Percentage,%,HRQOL,8.2,WA,Washington,6.8,Diabetes,13251,2008
Gender,Male,6.1,Percentage,%,HRQOL,6.8,WA,Washington,5.3,Diabetes,8361,2008
Gender,Female,12.5,Percentage,%,HRQOL,14.1,WV,West Virginia,10.9,Diabetes,2486,2008
Gender,Male,11.5,Percentage,%,HRQOL,13.2,WV,West Virginia,9.7,Diabetes,1533,2008
Gender,Female,7.1,Percentage,%,HRQOL,8.4,WI,Wisconsin,5.8,Diabetes,4003,2008
Gender,Male,4.6,Percentage,%,HRQOL,5.8,WI,Wisconsin,3.4,Diabetes,2849,2008
Gender,Female,6.2,Percentage,%,HRQOL,7.1,WY,Wyoming,5.3,Diabetes,4545,2008
Gender,Male,4.6,Percentage,%,HRQOL,5.4,WY,Wyoming,3.8,Diabetes,3099,2008
Gender,Female,9.6,Percentage,%,HRQOL,10.7,AL,Alabama,8.5,Diabetes,4555,2007
Gender,Male,8,Percentage,%,HRQOL,9.9,AL,Alabama,6.1,Diabetes,2203,2007
Gender,Female,7.5,Percentage,%,HRQOL,9.7,AK,Alaska,5.2,Diabetes,1267,2007
Gender,Male,6.4,Percentage,%,HRQOL,9,AK,Alaska,3.8,Diabetes,1031,2007
Gender,Female,7.1,Percentage,%,HRQOL,8.8,AZ,Arizona,5.5,Diabetes,2853,2007
Gender,Male,7.3,Percentage,%,HRQOL,9.7,AZ,Arizona,4.8,Diabetes,1648,2007
Gender,Female,9.8,Percentage,%,HRQOL,11.1,AR,Arkansas,8.6,Diabetes,3442,2007
Gender,Male,7.3,Percentage,%,HRQOL,8.7,AR,Arkansas,5.9,Diabetes,1935,2007
Gender,Female,6.3,Percentage,%,HRQOL,7.4,CA,California,5.3,Diabetes,3475,2007
Gender,Male,4.4,Percentage,%,HRQOL,5.5,CA,California,3.4,Diabetes,2141,2007
Gender,Female,5.6,Percentage,%,HRQOL,6.2,CO,Colorado,4.9,Diabetes,6721,2007
Gender,Male,4.4,Percentage,%,HRQOL,5.2,CO,Colorado,3.6,Diabetes,4449,2007
Gender,Female,6,Percentage,%,HRQOL,6.9,CT,Connecticut,5,Diabetes,4448,2007
Gender,Male,4.3,Percentage,%,HRQOL,5.3,CT,Connecticut,3.3,Diabetes,2662,2007
Gender,Female,7.2,Percentage,%,HRQOL,8.6,DE,Delaware,5.7,Diabetes,2418,2007
Gender,Male,4.8,Percentage,%,HRQOL,6.1,DE,Delaware,3.5,Diabetes,1465,2007
Gender,Female,6.3,Percentage,%,HRQOL,7.6,DC,District of Columbia,4.9,Diabetes,2299,2007
Gender,Male,3.6,Percentage,%,HRQOL,4.8,DC,District of Columbia,2.5,Diabetes,1447,2007
Gender,Female,7.3,Percentage,%,HRQOL,8.1,FL,Florida,6.5,Diabetes,23220,2007
Gender,Male,6,Percentage,%,HRQOL,6.8,FL,Florida,5.2,Diabetes,14134,2007
Gender,Female,8.3,Percentage,%,HRQOL,9.4,GA,Georgia,7.2,Diabetes,4704,2007
Gender,Male,6.3,Percentage,%,HRQOL,7.5,GA,Georgia,5.1,Diabetes,2556,2007
Gender,Female,5.1,Percentage,%,HRQOL,6,HI,Hawaii,4.2,Diabetes,3816,2007
Gender,Male,4.7,Percentage,%,HRQOL,5.8,HI,Hawaii,3.7,Diabetes,2632,2007
Gender,Female,7.1,Percentage,%,HRQOL,8.2,ID,Idaho,6.1,Diabetes,3054,2007
Gender,Male,4.7,Percentage,%,HRQOL,5.8,ID,Idaho,3.6,Diabetes,2017,2007
Gender,Female,7.2,Percentage,%,HRQOL,8.3,IL,Illinois,6.1,Diabetes,3160,2007
Gender,Male,4.9,Percentage,%,HRQOL,6,IL,Illinois,3.8,Diabetes,1986,2007
Gender,Female,7.3,Percentage,%,HRQOL,8.4,IN,Indiana,6.3,Diabetes,3539,2007
Gender,Male,6.7,Percentage,%,HRQOL,8.1,IN,Indiana,5.4,Diabetes,2147,2007
Gender,Female,5.1,Percentage,%,HRQOL,6,IA,Iowa,4.2,Diabetes,3165,2007
Gender,Male,4,Percentage,%,HRQOL,4.9,IA,Iowa,3.1,Diabetes,2046,2007
Gender,Female,6.3,Percentage,%,HRQOL,7.1,KS,Kansas,5.4,Diabetes,5039,2007
Gender,Male,4.7,Percentage,%,HRQOL,5.5,KS,Kansas,3.8,Diabetes,3137,2007
Gender,Female,12,Percentage,%,HRQOL,13.4,KY,Kentucky,10.6,Diabetes,4047,2007
Gender,Male,10.6,Percentage,%,HRQOL,12.4,KY,Kentucky,8.8,Diabetes,2069,2007
Gender,Female,8.2,Percentage,%,HRQOL,9.2,LA,Louisiana,7.2,Diabetes,4014,2007
Gender,Male,7.3,Percentage,%,HRQOL,8.8,LA,Louisiana,5.9,Diabetes,2042,2007
Gender,Female,8.4,Percentage,%,HRQOL,9.5,ME,Maine,7.3,Diabetes,4063,2007
Gender,Male,6,Percentage,%,HRQOL,7.1,ME,Maine,4.9,Diabetes,2452,2007
Gender,Female,6.5,Percentage,%,HRQOL,7.4,MD,Maryland,5.6,Diabetes,5224,2007
Gender,Male,5.2,Percentage,%,HRQOL,6.3,MD,Maryland,4,Diabetes,3140,2007
Gender,Female,6.1,Percentage,%,HRQOL,6.7,MA,Massachusetts,5.5,Diabetes,13150,2007
Gender,Male,6.2,Percentage,%,HRQOL,7.1,MA,Massachusetts,5.4,Diabetes,7266,2007
Gender,Female,8.1,Percentage,%,HRQOL,9.2,MI,Michigan,7.1,Diabetes,4500,2007
Gender,Male,5.8,Percentage,%,HRQOL,7,MI,Michigan,4.7,Diabetes,2593,2007
Gender,Female,6,Percentage,%,HRQOL,7.1,MN,Minnesota,4.8,Diabetes,2960,2007
Gender,Male,4.9,Percentage,%,HRQOL,6.1,MN,Minnesota,3.7,Diabetes,1769,2007
Gender,Female,9.4,Percentage,%,HRQOL,10.4,MS,Mississippi,8.3,Diabetes,4833,2007
Gender,Male,7.6,Percentage,%,HRQOL,8.9,MS,Mississippi,6.2,Diabetes,2479,2007
Gender,Female,7.9,Percentage,%,HRQOL,9.3,MO,Missouri,6.6,Diabetes,3070,2007
Gender,Male,6.9,Percentage,%,HRQOL,8.3,MO,Missouri,5.5,Diabetes,1974,2007
Gender,Female,6.6,Percentage,%,HRQOL,7.6,MT,Montana,5.5,Diabetes,3462,2007
Gender,Male,6.6,Percentage,%,HRQOL,7.9,MT,Montana,5.3,Diabetes,2288,2007
Gender,Female,6.3,Percentage,%,HRQOL,7.6,NE,Nebraska,5,Diabetes,6451,2007
Gender,Male,4,Percentage,%,HRQOL,4.9,NE,Nebraska,3.2,Diabetes,4051,2007
Gender,Female,9.2,Percentage,%,HRQOL,11,NV,Nevada,7.4,Diabetes,2224,2007
Gender,Male,7.4,Percentage,%,HRQOL,9.5,NV,Nevada,5.3,Diabetes,1619,2007
Gender,Female,7.1,Percentage,%,HRQOL,8.1,NH,New Hampshire,6,Diabetes,3505,2007
Gender,Male,6.3,Percentage,%,HRQOL,7.6,NH,New Hampshire,5,Diabetes,2229,2007
Gender,Female,7.7,Percentage,%,HRQOL,8.8,NJ,New Jersey,6.5,Diabetes,4297,2007
Gender,Male,6.6,Percentage,%,HRQOL,8.1,NJ,New Jersey,5.1,Diabetes,2516,2007
Gender,Female,7.8,Percentage,%,HRQOL,9,NM,New Mexico,6.6,Diabetes,3886,2007
Gender,Male,6.9,Percentage,%,HRQOL,8.2,NM,New Mexico,5.6,Diabetes,2303,2007
Gender,Female,6.9,Percentage,%,HRQOL,7.9,NY,New York,5.9,Diabetes,3720,2007
Gender,Male,6.6,Percentage,%,HRQOL,8.1,NY,New York,5,Diabetes,2359,2007
Gender,Female,8.4,Percentage,%,HRQOL,9.2,NC,North Carolina,7.6,Diabetes,8953,2007
Gender,Male,6.7,Percentage,%,HRQOL,7.6,NC,North Carolina,5.8,Diabetes,5156,2007
Gender,Female,5.2,Percentage,%,HRQOL,6.2,ND,North Dakota,4.2,Diabetes,2660,2007
Gender,Male,4.1,Percentage,%,HRQOL,5.4,ND,North Dakota,2.9,Diabetes,1839,2007
Gender,Female,7,Percentage,%,HRQOL,7.8,OH,Ohio,6.2,Diabetes,6655,2007
Gender,Male,6.5,Percentage,%,HRQOL,7.5,OH,Ohio,5.4,Diabetes,3925,2007
Gender,Female,10.1,Percentage,%,HRQOL,11.2,OK,Oklahoma,9,Diabetes,4476,2007
Gender,Male,8.4,Percentage,%,HRQOL,9.7,OK,Oklahoma,7.1,Diabetes,2483,2007
Gender,Female,7.7,Percentage,%,HRQOL,8.8,OR,Oregon,6.6,Diabetes,2986,2007
Gender,Male,5.9,Percentage,%,HRQOL,7.1,OR,Oregon,4.6,Diabetes,1801,2007
Gender,Female,7.1,Percentage,%,HRQOL,8,PA,Pennsylvania,6.2,Diabetes,7948,2007
Gender,Male,6.8,Percentage,%,HRQOL,8.2,PA,Pennsylvania,5.4,Diabetes,4537,2007
Gender,Female,7.5,Percentage,%,HRQOL,8.9,RI,Rhode Island,6.2,Diabetes,2767,2007
Gender,Male,6.4,Percentage,%,HRQOL,7.9,RI,Rhode Island,4.9,Diabetes,1511,2007
Gender,Female,7.6,Percentage,%,HRQOL,8.5,SC,South Carolina,6.7,Diabetes,5936,2007
Gender,Male,7,Percentage,%,HRQOL,8.2,SC,South Carolina,5.7,Diabetes,3656,2007
Gender,Female,5.7,Percentage,%,HRQOL,6.7,SD,South Dakota,4.8,Diabetes,3813,2007
Gender,Male,4.4,Percentage,%,HRQOL,5.3,SD,South Dakota,3.5,Diabetes,2714,2007
Gender,Female,10.1,Percentage,%,HRQOL,11.6,TN,Tennessee,8.7,Diabetes,3135,2007
Gender,Male,8.5,Percentage,%,HRQOL,10.2,TN,Tennessee,6.9,Diabetes,1682,2007
Gender,Female,7.9,Percentage,%,HRQOL,8.6,TX,Texas,7.2,Diabetes,10730,2007
Gender,Male,7.1,Percentage,%,HRQOL,8.3,TX,Texas,5.9,Diabetes,5577,2007
Gender,Female,6.7,Percentage,%,HRQOL,7.9,UT,Utah,5.4,Diabetes,2734,2007
Gender,Male,3,Percentage,%,HRQOL,3.8,UT,Utah,2.1,Diabetes,2030,2007
Gender,Female,6.6,Percentage,%,HRQOL,7.6,VT,Vermont,5.6,Diabetes,3903,2007
Gender,Male,4.9,Percentage,%,HRQOL,5.9,VT,Vermont,3.9,Diabetes,2720,2007
Gender,Female,6.9,Percentage,%,HRQOL,8,VA,Virginia,5.8,Diabetes,3688,2007
Gender,Male,5.6,Percentage,%,HRQOL,7,VA,Virginia,4.2,Diabetes,2145,2007
Gender,Female,7.9,Percentage,%,HRQOL,8.5,WA,Washington,7.2,Diabetes,15416,2007
Gender,Male,6.6,Percentage,%,HRQOL,7.4,WA,Washington,5.8,Diabetes,9432,2007
Gender,Female,9.6,Percentage,%,HRQOL,10.8,WV,West Virginia,8.3,Diabetes,2596,2007
Gender,Male,12.4,Percentage,%,HRQOL,14.2,WV,West Virginia,10.5,Diabetes,1703,2007
Gender,Female,5.2,Percentage,%,HRQOL,6.2,WI,Wisconsin,4.2,Diabetes,4289,2007
Gender,Male,5.3,Percentage,%,HRQOL,6.4,WI,Wisconsin,4.1,Diabetes,2870,2007
Gender,Female,8,Percentage,%,HRQOL,9.8,WY,Wyoming,6.1,Diabetes,3495,2007
Gender,Male,5.5,Percentage,%,HRQOL,6.6,WY,Wyoming,4.4,Diabetes,2405,2007
Gender,Female,10.8,Percentage,%,HRQOL,12.3,AL,Alabama,9.2,Diabetes,2047,2006
Gender,Male,9.4,Percentage,%,HRQOL,11.5,AL,Alabama,7.3,Diabetes,1082,2006
Gender,Female,7.2,Percentage,%,HRQOL,9.2,AK,Alaska,5.1,Diabetes,1103,2006
Gender,Male,4.6,Percentage,%,HRQOL,6.3,AK,Alaska,2.8,Diabetes,924,2006
Gender,Female,6.3,Percentage,%,HRQOL,7.9,AZ,Arizona,4.8,Diabetes,2899,2006
Gender,Male,5.7,Percentage,%,HRQOL,8.1,AZ,Arizona,3.4,Diabetes,1749,2006
Gender,Female,9.4,Percentage,%,HRQOL,10.5,AR,Arkansas,8.2,Diabetes,3370,2006
Gender,Male,8.1,Percentage,%,HRQOL,9.4,AR,Arkansas,6.8,Diabetes,1995,2006
Gender,Female,8,Percentage,%,HRQOL,9.2,CA,California,6.8,Diabetes,3391,2006
Gender,Male,6.2,Percentage,%,HRQOL,7.4,CA,California,4.9,Diabetes,2247,2006
Gender,Female,5.9,Percentage,%,HRQOL,6.9,CO,Colorado,4.9,Diabetes,3363,2006
Gender,Male,3.6,Percentage,%,HRQOL,4.5,CO,Colorado,2.7,Diabetes,2415,2006
Gender,Female,5.5,Percentage,%,HRQOL,6.2,CT,Connecticut,4.7,Diabetes,5018,2006
Gender,Male,3.9,Percentage,%,HRQOL,4.8,CT,Connecticut,3.1,Diabetes,3241,2006
Gender,Female,7.2,Percentage,%,HRQOL,8.7,DE,Delaware,5.8,Diabetes,2477,2006
Gender,Male,4.7,Percentage,%,HRQOL,6,DE,Delaware,3.4,Diabetes,1476,2006
Gender,Female,5.3,Percentage,%,HRQOL,6.6,DC,District of Columbia,4.1,Diabetes,2385,2006
Gender,Male,5.9,Percentage,%,HRQOL,7.6,DC,District of Columbia,4.2,Diabetes,1527,2006
Gender,Female,7.2,Percentage,%,HRQOL,8.1,FL,Florida,6.4,Diabetes,6316,2006
Gender,Male,5.7,Percentage,%,HRQOL,6.8,FL,Florida,4.7,Diabetes,3943,2006
Gender,Female,7.4,Percentage,%,HRQOL,8.4,GA,Georgia,6.4,Diabetes,4727,2006
Gender,Male,5.5,Percentage,%,HRQOL,6.5,GA,Georgia,4.4,Diabetes,2732,2006
Gender,Female,5.8,Percentage,%,HRQOL,6.8,HI,Hawaii,4.8,Diabetes,3664,2006
Gender,Male,4.7,Percentage,%,HRQOL,5.8,HI,Hawaii,3.7,Diabetes,2717,2006
Gender,Female,6.7,Percentage,%,HRQOL,7.8,ID,Idaho,5.6,Diabetes,3099,2006
Gender,Male,4.9,Percentage,%,HRQOL,6,ID,Idaho,3.9,Diabetes,2074,2006
Gender,Female,6.2,Percentage,%,HRQOL,7.3,IL,Illinois,5.1,Diabetes,3143,2006
Gender,Male,5,Percentage,%,HRQOL,6.3,IL,Illinois,3.8,Diabetes,1885,2006
Gender,Female,7.4,Percentage,%,HRQOL,8.4,IN,Indiana,6.4,Diabetes,3943,2006
Gender,Male,6.7,Percentage,%,HRQOL,7.9,IN,Indiana,5.4,Diabetes,2358,2006
Gender,Female,5.2,Percentage,%,HRQOL,6,IA,Iowa,4.4,Diabetes,3139,2006
Gender,Male,4.2,Percentage,%,HRQOL,5.4,IA,Iowa,3.1,Diabetes,2126,2006
Gender,Female,6.1,Percentage,%,HRQOL,6.9,KS,Kansas,5.2,Diabetes,4933,2006
Gender,Male,4.2,Percentage,%,HRQOL,5.1,KS,Kansas,3.4,Diabetes,3134,2006
Gender,Female,12.6,Percentage,%,HRQOL,14.1,KY,Kentucky,11.2,Diabetes,3811,2006
Gender,Male,11.7,Percentage,%,HRQOL,13.6,KY,Kentucky,9.7,Diabetes,1881,2006
Gender,Female,7.9,Percentage,%,HRQOL,8.9,LA,Louisiana,7,Diabetes,4286,2006
Gender,Male,6.8,Percentage,%,HRQOL,8.1,LA,Louisiana,5.5,Diabetes,2253,2006
Gender,Female,7,Percentage,%,HRQOL,8.3,ME,Maine,5.8,Diabetes,2414,2006
Gender,Male,6.8,Percentage,%,HRQOL,8.3,ME,Maine,5.3,Diabetes,1538,2006
Gender,Female,6.3,Percentage,%,HRQOL,7.1,MD,Maryland,5.4,Diabetes,5406,2006
Gender,Male,5.2,Percentage,%,HRQOL,6.2,MD,Maryland,4.2,Diabetes,3270,2006
Gender,Female,6.7,Percentage,%,HRQOL,7.6,MA,Massachusetts,5.9,Diabetes,7722,2006
Gender,Male,5.4,Percentage,%,HRQOL,6.5,MA,Massachusetts,4.4,Diabetes,4650,2006
Gender,Female,8.2,Percentage,%,HRQOL,9.3,MI,Michigan,7.1,Diabetes,3273,2006
Gender,Male,5.8,Percentage,%,HRQOL,7.1,MI,Michigan,4.6,Diabetes,1866,2006
Gender,Female,5.2,Percentage,%,HRQOL,6.2,MN,Minnesota,4.3,Diabetes,2520,2006
Gender,Male,4.8,Percentage,%,HRQOL,5.9,MN,Minnesota,3.7,Diabetes,1686,2006
Gender,Female,10.1,Percentage,%,HRQOL,11.3,MS,Mississippi,9,Diabetes,3841,2006
Gender,Male,7.5,Percentage,%,HRQOL,8.9,MS,Mississippi,6.1,Diabetes,1935,2006
Gender,Female,8.1,Percentage,%,HRQOL,9.4,MO,Missouri,6.8,Diabetes,3239,2006
Gender,Male,5.8,Percentage,%,HRQOL,7.2,MO,Missouri,4.5,Diabetes,2012,2006
Gender,Female,6.5,Percentage,%,HRQOL,7.4,MT,Montana,5.6,Diabetes,3457,2006
Gender,Male,6,Percentage,%,HRQOL,7.1,MT,Montana,4.9,Diabetes,2431,2006
Gender,Female,7.5,Percentage,%,HRQOL,7.8,US,Nationwide,7.1,Diabetes,206325,2006
Gender,Male,5.9,Percentage,%,HRQOL,6.2,US,Nationwide,5.6,Diabetes,128281,2006
Gender,Female,5.5,Percentage,%,HRQOL,6.4,NE,Nebraska,4.5,Diabetes,4628,2006
Gender,Male,4.1,Percentage,%,HRQOL,4.9,NE,Nebraska,3.2,Diabetes,3060,2006
Gender,Female,8.4,Percentage,%,HRQOL,10.2,NV,Nevada,6.7,Diabetes,1827,2006
Gender,Male,7.3,Percentage,%,HRQOL,9.4,NV,Nevada,5.2,Diabetes,1543,2006
Gender,Female,7.6,Percentage,%,HRQOL,8.6,NH,New Hampshire,6.5,Diabetes,3574,2006
Gender,Male,4.9,Percentage,%,HRQOL,5.9,NH,New Hampshire,3.9,Diabetes,2331,2006
Gender,Female,6.9,Percentage,%,HRQOL,7.7,NJ,New Jersey,6.1,Diabetes,8027,2006
Gender,Male,5.7,Percentage,%,HRQOL,6.6,NJ,New Jersey,4.8,Diabetes,4995,2006
Gender,Female,7.8,Percentage,%,HRQOL,8.9,NM,New Mexico,6.7,Diabetes,3795,2006
Gender,Male,7.4,Percentage,%,HRQOL,8.8,NM,New Mexico,6,Diabetes,2372,2006
Gender,Female,7.1,Percentage,%,HRQOL,8.2,NY,New York,6,Diabetes,3496,2006
Gender,Male,5.1,Percentage,%,HRQOL,6.3,NY,New York,3.9,Diabetes,2189,2006
Gender,Female,7.3,Percentage,%,HRQOL,8,NC,North Carolina,6.6,Diabetes,9475,2006
Gender,Male,6.3,Percentage,%,HRQOL,7.1,NC,North Carolina,5.4,Diabetes,5506,2006
Gender,Female,4.1,Percentage,%,HRQOL,4.9,ND,North Dakota,3.2,Diabetes,2726,2006
Gender,Male,4,Percentage,%,HRQOL,5.5,ND,North Dakota,2.5,Diabetes,1869,2006
Gender,Female,7.7,Percentage,%,HRQOL,9.7,OH,Ohio,5.8,Diabetes,3269,2006
Gender,Male,6.6,Percentage,%,HRQOL,8.4,OH,Ohio,4.8,Diabetes,1946,2006
Gender,Female,9.5,Percentage,%,HRQOL,10.5,OK,Oklahoma,8.4,Diabetes,4265,2006
Gender,Male,10.1,Percentage,%,HRQOL,11.5,OK,Oklahoma,8.7,Diabetes,2493,2006
Gender,Female,6,Percentage,%,HRQOL,7,OR,Oregon,5.1,Diabetes,2914,2006
Gender,Male,5.9,Percentage,%,HRQOL,7.2,OR,Oregon,4.7,Diabetes,1806,2006
Gender,Female,7,Percentage,%,HRQOL,8,PA,Pennsylvania,6,Diabetes,8069,2006
Gender,Male,5.4,Percentage,%,HRQOL,6.4,PA,Pennsylvania,4.3,Diabetes,4709,2006
Gender,Female,7.4,Percentage,%,HRQOL,8.7,RI,Rhode Island,6.2,Diabetes,2788,2006
Gender,Male,6.2,Percentage,%,HRQOL,7.5,RI,Rhode Island,4.8,Diabetes,1610,2006
Gender,Female,7.3,Percentage,%,HRQOL,8.1,SC,South Carolina,6.4,Diabetes,5266,2006
Gender,Male,6.3,Percentage,%,HRQOL,7.4,SC,South Carolina,5.2,Diabetes,3352,2006
Gender,Female,5.1,Percentage,%,HRQOL,5.9,SD,South Dakota,4.2,Diabetes,3903,2006
Gender,Male,4.8,Percentage,%,HRQOL,6.1,SD,South Dakota,3.6,Diabetes,2526,2006
Gender,Female,10.3,Percentage,%,HRQOL,11.7,TN,Tennessee,8.9,Diabetes,2793,2006
Gender,Male,8.6,Percentage,%,HRQOL,10.2,TN,Tennessee,6.9,Diabetes,1489,2006
Gender,Female,7.8,Percentage,%,HRQOL,10,TX,Texas,5.6,Diabetes,4241,2006
Gender,Male,5.2,Percentage,%,HRQOL,6.4,TX,Texas,4,Diabetes,2381,2006
Gender,Female,7.1,Percentage,%,HRQOL,8.5,UT,Utah,5.7,Diabetes,2854,2006
Gender,Male,4.6,Percentage,%,HRQOL,5.8,UT,Utah,3.4,Diabetes,2153,2006
Gender,Female,6,Percentage,%,HRQOL,6.8,VT,Vermont,5.1,Diabetes,4063,2006
Gender,Male,4.8,Percentage,%,HRQOL,5.7,VT,Vermont,4,Diabetes,2733,2006
Gender,Female,6.5,Percentage,%,HRQOL,7.6,VA,Virginia,5.4,Diabetes,3196,2006
Gender,Male,6,Percentage,%,HRQOL,8.1,VA,Virginia,4,Diabetes,2005,2006
Gender,Female,7.8,Percentage,%,HRQOL,8.4,WA,Washington,7.2,Diabetes,14268,2006
Gender,Male,5.9,Percentage,%,HRQOL,6.6,WA,Washington,5.3,Diabetes,8717,2006
Gender,Female,12.7,Percentage,%,HRQOL,14.2,WV,West Virginia,11.1,Diabetes,2224,2006
Gender,Male,9.9,Percentage,%,HRQOL,11.7,WV,West Virginia,8,Diabetes,1449,2006
Gender,Female,5.7,Percentage,%,HRQOL,6.7,WI,Wisconsin,4.7,Diabetes,2810,2006
Gender,Male,4.8,Percentage,%,HRQOL,5.9,WI,Wisconsin,3.6,Diabetes,1933,2006
Gender,Female,6.5,Percentage,%,HRQOL,7.5,WY,Wyoming,5.4,Diabetes,2868,2006
Gender,Male,5.5,Percentage,%,HRQOL,6.8,WY,Wyoming,4.2,Diabetes,1967,2006
Gender,Female,9.2,Percentage,%,HRQOL,10.7,AL,Alabama,7.8,Diabetes,2002,2005
Gender,Male,8.8,Percentage,%,HRQOL,10.8,AL,Alabama,6.9,Diabetes,1023,2005
Gender,Female,7.2,Percentage,%,HRQOL,9.2,AK,Alaska,5.3,Diabetes,1398,2005
Gender,Male,6.6,Percentage,%,HRQOL,8.8,AK,Alaska,4.4,Diabetes,1219,2005
Gender,Female,6.4,Percentage,%,HRQOL,7.9,AZ,Arizona,4.9,Diabetes,2792,2005
Gender,Male,6.5,Percentage,%,HRQOL,8.7,AZ,Arizona,4.2,Diabetes,1670,2005
Gender,Female,8.1,Percentage,%,HRQOL,9.2,AR,Arkansas,7,Diabetes,3091,2005
Gender,Male,6.4,Percentage,%,HRQOL,7.7,AR,Arkansas,5.1,Diabetes,1831,2005
Gender,Female,7.1,Percentage,%,HRQOL,8.3,CA,California,6,Diabetes,3652,2005
Gender,Male,5.3,Percentage,%,HRQOL,6.5,CA,California,4.2,Diabetes,2351,2005
Gender,Female,5.9,Percentage,%,HRQOL,6.8,CO,Colorado,5,Diabetes,3368,2005
Gender,Male,4.6,Percentage,%,HRQOL,5.6,CO,Colorado,3.6,Diabetes,2323,2005
Gender,Female,5.9,Percentage,%,HRQOL,6.9,CT,Connecticut,4.9,Diabetes,3014,2005
Gender,Male,4.6,Percentage,%,HRQOL,5.8,CT,Connecticut,3.4,Diabetes,1908,2005
Gender,Female,6.8,Percentage,%,HRQOL,8.1,DE,Delaware,5.4,Diabetes,2461,2005
